Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,participantID
58,0.5,99,1,0.4167,0.2167,0.4667,58,1.9001,-0.41,-0.2,0.3,5,3U1D,2,TRUE,0.541,1,TRUE,right,HH
59,0.5,99,1,0.4167,0.3,0.7,59,2.8167,0.8,0.4,0.9,5,lapse_rate,1,TRUE,0.383,0,FALSE,left,HH
60,0.5,99,1,0.2667,0.35,0.7333,60,2.5833,0.45,0.2333,0.7333,5,2D1U,1,TRUE,0.391,1,FALSE,left,HH
61,0.5,99,2,0.3333,0.4167,0.4833,61,2.1666,-0.15,-0.0667,0.4333,5,2U1D,1,TRUE,0.2,0,FALSE,left,HH
62,0.5,99,2,0.3833,0.4333,0.85,62,2.9499,0.574,0.2833,0.7833,5,3D1U,2,TRUE,0.282,3,TRUE,right,HH
63,0.5,99,1,0.25,0.2333,0.5833,63,2.0333,-0.05,-0.0333,0.4667,5,2U1D,2,TRUE,0.492,0,FALSE,right,HH
64,0.5,99,2,0.25,0.4167,0.6167,64,2.5167,0.45,0.2333,0.7333,5,2D1U,2,TRUE,0.366,1,FALSE,right,HH
65,0.5,99,2,0.2167,0.2333,0.4333,65,1.6833,-0.41,-0.2,0.3,5,3U1D,1,TRUE,0.65,1,TRUE,left,HH
66,0.5,99,1,0.3167,0.2833,0.7,66,1.9,-0.8,-0.4,0.1,5,lapse_rate,2,TRUE,0.367,0,FALSE,right,HH
67,0.5,99,2,0.2667,0.3667,0.5167,67,1.9668,-0.374,-0.1833,0.3167,5,3U1D,2,FALSE,0.392,2,TRUE,right,HH
68,0.5,99,2,0.2333,0.2333,0.4833,68,2.3499,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.426,0,FALSE,right,HH
69,0.5,99,1,0.3167,0.4167,0.8833,69,2.8167,0.39,0.2,0.7,5,2D1U,1,TRUE,0.41,1,FALSE,left,HH
70,0.5,99,2,0.2167,0.3667,0.4667,70,2.3334,0.574,0.2833,0.7833,5,3D1U,2,TRUE,0.367,3,TRUE,right,HH
71,0.5,99,2,0.2167,0.3,0.8667,71,2.3501,-0.05,-0.0333,0.4667,5,2U1D,2,FALSE,0.517,0,FALSE,right,HH
72,0.5,99,2,0.2667,0.3167,0.9,72,2.4334,-0.11,-0.05,0.45,5,2U1D,2,FALSE,0.425,1,TRUE,right,HH
73,0.5,99,1,0.25,0.4,0.7833,73,2.2333,-0.41,-0.2,0.3,5,3U1D,1,FALSE,0.425,3,TRUE,left,HH
74,0.5,99,1,0.3,0.2833,0.7667,74,2.55,0.39,0.2,0.7,5,2D1U,1,TRUE,0.409,1,FALSE,left,HH
75,0.5,99,2,0.2333,0.35,0.5167,75,2.2667,0.33,0.1667,0.6667,5,2D1U,2,TRUE,0.425,1,FALSE,right,HH
76,0.5,99,2,0.3667,0.3167,0.7333,76,2.7,0.574,0.2833,0.7833,5,3D1U,2,TRUE,0.485,3,TRUE,right,HH
77,0.5,99,2,0.4333,0.3833,0.6167,77,2.7,0.538,0.2667,0.7667,5,3D1U,2,TRUE,0.417,4,TRUE,right,HH
78,0.5,99,2,0.4333,0.4167,0.8833,78,2.9,0.33,0.1667,0.6667,5,2D1U,2,TRUE,0.384,1,FALSE,right,HH
79,0.5,99,2,0.3167,0.2833,0.7167,79,2.2334,-0.17,-0.0833,0.4167,5,2U1D,1,TRUE,0.475,1,FALSE,left,HH
80,0.5,99,2,0.4333,0.3167,0.5667,80,2.1,-0.446,-0.2167,0.2833,5,3U1D,1,TRUE,0.475,3,FALSE,left,HH
81,0.5,99,1,0.2667,0.4333,0.8667,81,2.8334,0.538,0.2667,0.7667,5,3D1U,2,FALSE,0.408,4,TRUE,right,HH
82,0.5,99,1,0.25,0.35,0.5667,82,2.3,0.27,0.1333,0.6333,5,2D1U,1,TRUE,0.45,1,FALSE,left,HH
83,0.5,99,1,0.25,0.4167,0.7833,83,2.2333,-0.446,-0.2167,0.2833,5,3U1D,2,TRUE,0.368,3,FALSE,right,HH
84,0.5,99,1,0.2333,0.4333,0.8667,84,2.3166,-0.446,-0.2167,0.2833,5,3U1D,2,TRUE,0.392,3,FALSE,right,HH
85,0.5,99,2,0.2833,0.2333,0.7333,85,2.5332,0.574,0.2833,0.7833,5,3D1U,2,TRUE,0.434,5,TRUE,right,HH
86,0.5,99,1,0.4,0.45,0.5167,86,2.2834,-0.17,-0.0833,0.4167,5,2U1D,2,TRUE,0.483,1,FALSE,right,HH
87,0.5,99,2,0.3,0.35,0.45,87,2.2333,0.27,0.1333,0.6333,5,2D1U,2,TRUE,0.442,1,FALSE,right,HH
88,0.5,99,2,0.2167,0.3167,0.6833,88,2.3167,0.21,0.1,0.6,5,2D1U,1,FALSE,0.408,1,FALSE,left,HH
89,0.5,99,1,0.2333,0.3333,0.6333,89,2.4832,0.574,0.2833,0.7833,5,3D1U,1,TRUE,0.325,5,TRUE,left,HH
90,0.5,99,1,0.2667,0.4167,0.45,90,1.9334,-0.41,-0.2,0.3,5,3U1D,1,FALSE,0.551,4,TRUE,left,HH
91,0.5,99,1,0.2667,0.2667,0.6167,91,2.0834,-0.134,-0.0667,0.4333,5,2U1D,2,TRUE,0.476,2,TRUE,right,HH
92,0.5,99,1,0.3167,0.2333,0.8,92,2.6333,0.574,0.2833,0.7833,5,3D1U,2,FALSE,0.475,5,TRUE,right,HH
93,0.5,99,1,0.3667,0.3333,0.5,93,1.9833,-0.446,-0.2167,0.2833,5,3U1D,1,FALSE,0.626,5,TRUE,left,HH
94,0.5,99,1,0.4,0.2667,0.6167,94,2.4001,0.246,0.1167,0.6167,5,2D1U,1,TRUE,0.491,2,TRUE,left,HH
95,0.5,99,2,0.2167,0.4167,0.8167,95,2.3834,-0.134,-0.0667,0.4333,5,2U1D,2,FALSE,0.392,2,TRUE,right,HH
96,0.5,99,2,0.35,0.3667,0.8333,96,2.4667,-0.17,-0.0833,0.4167,5,2U1D,1,TRUE,0.333,3,TRUE,left,HH
97,0.5,99,2,0.25,0.3667,0.4167,97,2.1501,0.246,0.1167,0.6167,5,2D1U,1,FALSE,0.324,2,TRUE,left,HH
98,0.5,99,2,0.3667,0.3833,0.5833,98,2.25,-0.17,-0.0833,0.4167,5,2U1D,1,TRUE,0.433,3,TRUE,left,HH
99,0.5,99,1,0.3667,0.2333,0.6667,99,2.5667,0.61,0.3,0.8,5,3D1U,1,TRUE,0.425,5,FALSE,left,HH
100,0.5,99,2,0.45,0.25,0.6167,100,2.0834,-0.482,-0.2333,0.2667,5,3U1D,1,TRUE,0.458,5,FALSE,left,HH
101,0.5,99,2,0.3333,0.4,0.65,101,2.15,-0.482,-0.2333,0.2667,5,3U1D,1,TRUE,0.358,5,FALSE,left,HH
102,0.5,99,2,0.4,0.2167,0.65,102,2.2,-0.134,-0.0667,0.4333,5,2U1D,1,TRUE,0.708,4,TRUE,left,HH
103,0.5,99,2,0.25,0.3167,0.4167,103,2.2834,0.61,0.3,0.8,5,3D1U,1,FALSE,2.034,5,FALSE,left,HH
104,0.5,99,1,0.35,0.3333,0.65,104,2.4666,0.282,0.1333,0.6333,5,2D1U,1,TRUE,0.45,2,FALSE,left,HH
105,0.5,99,1,0.2667,0.4,0.5833,105,2.0167,-0.482,-0.2333,0.2667,5,3U1D,2,TRUE,0.392,5,FALSE,right,HH
106,0.5,99,2,0.25,0.3,0.8333,106,2.3166,-0.134,-0.0667,0.4333,5,2U1D,2,FALSE,0.442,4,TRUE,right,HH
107,0.5,99,1,0.3167,0.3333,0.85,107,2.8167,0.646,0.3167,0.8167,5,3D1U,1,TRUE,0.525,5,FALSE,left,HH
108,0.5,99,2,0.25,0.2333,0.7667,108,2.0333,-0.446,-0.2167,0.2833,5,3U1D,1,TRUE,0.534,6,TRUE,left,HH
109,0.5,99,2,0.2167,0.4,0.7,109,2.45,0.282,0.1333,0.6333,5,2D1U,2,TRUE,0.375,2,FALSE,right,HH
110,0.5,99,1,0.35,0.2333,0.65,110,2.15,-0.17,-0.0833,0.4167,5,2U1D,2,TRUE,0.492,5,TRUE,right,HH
111,0.5,99,2,0.35,0.4333,0.7667,111,2.8667,0.646,0.3167,0.8167,5,3D1U,2,TRUE,0.383,5,FALSE,right,HH
112,0.5,99,1,0.35,0.35,0.6167,112,2.2334,-0.17,-0.0833,0.4167,5,2U1D,1,FALSE,0.542,5,TRUE,left,HH
113,0.5,99,2,0.4,0.45,0.6333,113,2.6,0.246,0.1167,0.6167,5,2D1U,2,TRUE,0.308,3,TRUE,right,HH
114,0.5,99,1,0.3167,0.2167,0.6167,114,2.4668,0.646,0.3167,0.8167,5,3D1U,2,FALSE,0.442,5,FALSE,right,HH
115,0.5,99,1,0.3833,0.3333,0.7667,115,2.2666,-0.446,-0.2167,0.2833,5,3U1D,2,TRUE,0.392,6,TRUE,right,HH
116,0.5,99,2,0.4333,0.4167,0.6,116,2.35,-0.206,-0.1,0.4,5,2U1D,1,TRUE,0.533,5,FALSE,left,HH
117,0.5,99,2,0.3,0.2167,0.6,117,2.2334,0.246,0.1167,0.6167,5,2D1U,2,TRUE,0.343,3,TRUE,right,HH
118,0.5,99,2,0.3833,0.3333,0.6167,118,2.6666,0.682,0.3333,0.8333,5,3D1U,2,TRUE,0.449,5,FALSE,right,HH
119,0.5,99,1,0.25,0.2833,0.6167,119,2.4833,0.682,0.3333,0.8333,5,3D1U,1,TRUE,0.442,5,FALSE,left,HH
120,0.5,99,2,0.3667,0.2333,0.7833,120,2.1666,-0.446,-0.2167,0.2833,5,3U1D,1,TRUE,0.491,6,TRUE,left,HH
121,0.5,99,1,0.4,0.3333,0.5833,121,2.2166,-0.206,-0.1,0.4,5,2U1D,2,TRUE,0.592,5,FALSE,right,HH
122,0.5,99,2,0.2667,0.2,0.8667,122,2.1334,-0.41,-0.2,0.3,5,3U1D,1,TRUE,0.458,6,FALSE,left,HH
123,0.5,99,1,0.2167,0.2667,0.6333,123,2.45,0.682,0.3333,0.8333,5,3D1U,1,TRUE,0.35,5,FALSE,left,HH
124,0.5,99,1,0.35,0.3,0.6167,124,2.3667,0.21,0.1,0.6,5,2D1U,2,FALSE,0.442,3,FALSE,right,HH
125,0.5,99,1,0.25,0.35,0.8667,125,2.3834,-0.17,-0.0833,0.4167,5,2U1D,2,TRUE,0.442,6,TRUE,right,HH
126,0.5,99,2,0.3833,0.3667,0.5,126,2.1667,-0.17,-0.0833,0.4167,5,2U1D,1,TRUE,0.507,6,TRUE,left,HH
127,0.5,99,2,0.35,0.4167,0.5167,127,2.0834,-0.41,-0.2,0.3,5,3U1D,1,TRUE,0.391,6,FALSE,left,HH
128,0.5,99,1,0.35,0.3833,0.4,128,1.9333,-0.41,-0.2,0.3,5,3U1D,1,FALSE,0.383,6,FALSE,left,HH
129,0.5,99,1,0.2833,0.4,0.5333,129,2.5333,0.646,0.3167,0.8167,5,3D1U,1,TRUE,0.342,6,TRUE,left,HH
130,0.5,99,1,0.3333,0.2667,0.8667,130,2.4,-0.134,-0.0667,0.4333,5,2U1D,1,FALSE,0.625,6,FALSE,left,HH
131,0.5,99,1,0.3667,0.45,0.7833,131,2.7167,0.246,0.1167,0.6167,5,2D1U,2,FALSE,0.359,4,TRUE,right,HH
132,0.5,99,1,0.2833,0.3833,0.4667,132,2.2666,0.282,0.1333,0.6333,5,2D1U,1,TRUE,0.442,4,FALSE,left,HH
133,0.5,99,2,0.45,0.2833,0.4333,133,1.9499,-0.446,-0.2167,0.2833,5,3U1D,1,TRUE,0.442,7,TRUE,left,HH
134,0.5,99,2,0.3833,0.25,0.5167,134,2.0667,-0.17,-0.0833,0.4167,5,2U1D,2,FALSE,0.459,7,TRUE,right,HH
135,0.5,99,2,0.2833,0.2667,0.5167,135,2.3834,0.646,0.3167,0.8167,5,3D1U,2,TRUE,0.483,6,TRUE,right,HH
136,0.5,99,1,0.45,0.25,0.45,136,2.4667,0.646,0.3167,0.8167,5,3D1U,1,TRUE,0.499,6,TRUE,left,HH
137,0.5,99,1,0.2667,0.4,0.6667,137,2.2334,-0.206,-0.1,0.4,5,2U1D,2,TRUE,0.392,7,FALSE,right,HH
138,0.5,99,2,0.3333,0.3333,0.4167,138,1.8666,-0.446,-0.2167,0.2833,5,3U1D,1,TRUE,0.583,7,TRUE,left,HH
139,0.5,99,1,0.3667,0.3667,0.6667,139,2.5334,0.282,0.1333,0.6333,5,2D1U,2,FALSE,0.384,4,FALSE,right,HH
140,0.5,99,2,0.3333,0.2167,0.8667,140,2.7167,0.61,0.3,0.8,5,3D1U,2,TRUE,0.359,6,FALSE,right,HH
141,0.5,99,1,0.3,0.2333,0.8833,141,2.3166,-0.206,-0.1,0.4,5,2U1D,2,TRUE,0.493,7,FALSE,right,HH
142,0.5,99,2,0.2333,0.2333,0.8333,142,2.5999,0.61,0.3,0.8,5,3D1U,2,TRUE,0.484,6,FALSE,right,HH
143,0.5,99,1,0.3,0.3333,0.4167,143,1.8333,-0.446,-0.2167,0.2833,5,3U1D,1,FALSE,0.475,7,TRUE,left,HH
144,0.5,99,1,0.4,0.2167,0.5333,144,2.0667,-0.17,-0.0833,0.4167,5,2U1D,2,TRUE,0.518,8,TRUE,right,HH
145,0.5,99,2,0.35,0.3667,0.4333,145,2.0667,-0.17,-0.0833,0.4167,5,2U1D,1,TRUE,0.425,8,TRUE,left,HH
146,0.5,99,2,0.3667,0.45,0.8333,146,2.8167,0.318,0.1667,0.6667,5,2D1U,2,TRUE,0.258,4,FALSE,right,HH
147,0.5,99,2,0.2333,0.3833,0.7833,147,2.1666,-0.482,-0.2333,0.2667,5,3U1D,1,TRUE,0.417,7,FALSE,left,HH
148,0.5,99,1,0.35,0.3833,0.45,148,2.35,0.318,0.1667,0.6667,5,2D1U,1,TRUE,0.375,4,FALSE,left,HH
149,0.5,99,1,0.2833,0.45,0.8833,149,2.9166,0.61,0.3,0.8,5,3D1U,2,FALSE,0.475,6,FALSE,right,HH
150,0.5,99,2,0.3333,0.2667,0.8333,150,2.2,-0.482,-0.2333,0.2667,5,3U1D,1,TRUE,0.508,7,FALSE,left,HH
151,0.5,99,1,0.2833,0.25,0.4167,151,2.0833,0.282,0.1333,0.6333,5,2D1U,1,TRUE,0.725,5,TRUE,left,HH
152,0.5,99,1,0.3833,0.25,0.55,152,2.3166,0.282,0.1333,0.6333,5,2D1U,1,TRUE,0.392,5,TRUE,left,HH
153,0.5,99,1,0.4,0.4,0.7667,153,2.6834,0.246,0.1167,0.6167,5,2D1U,2,FALSE,0.342,5,FALSE,right,HH
0,0.5,99,1,0.3167,0.3167,0.8167,0,2.8501,0.8,0.4,0.9,5,lapse_rate,1,TRUE,0.385,0,FALSE,left,IP
1,0.5,99,2,0.3167,0.3333,0.4167,1,2.4,0.65,0.3333,0.8333,5,3D1U,2,TRUE,0.183,0,FALSE,right,IP
2,0.5,99,1,0.4,0.2833,0.4667,2,1.8167,-0.65,-0.3333,0.1667,5,2U1D,2,TRUE,0.266,0,FALSE,right,IP
3,0.5,99,1,0.3167,0.35,0.75,3,2.75,0.65,0.3333,0.8333,5,2D1U,2,FALSE,0.374,0,FALSE,right,IP
4,0.5,99,1,0.4333,0.2333,0.4,4,1.7333,-0.65,-0.3333,0.1667,5,3U1D,2,TRUE,0.408,0,FALSE,right,IP
5,0.5,99,2,0.2833,0.2333,0.6167,5,2.4666,0.65,0.3333,0.8333,5,3D1U,2,TRUE,0.359,0,FALSE,right,IP
6,0.5,99,2,0.3,0.3167,0.4667,6,1.6834,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.45,0,FALSE,left,IP
7,0.5,99,2,0.2333,0.2333,0.7167,7,1.7833,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.449,0,FALSE,left,IP
8,0.5,99,2,0.2333,0.3667,0.7333,8,2,-0.65,-0.3333,0.1667,5,3U1D,1,TRUE,0.391,0,FALSE,left,IP
9,0.5,99,1,0.4,0.2333,0.4333,9,2.4333,0.75,0.3667,0.8667,5,2D1U,1,TRUE,0.334,0,FALSE,left,IP
10,0.5,99,1,0.35,0.3833,0.8,10,2.2,-0.65,-0.3333,0.1667,5,2U1D,2,TRUE,0.166,0,FALSE,right,IP
11,0.5,99,1,0.3833,0.3833,0.8667,11,2.9666,0.65,0.3333,0.8333,5,3D1U,1,TRUE,0.458,0,FALSE,left,IP
12,0.5,99,2,0.2167,0.3833,0.7333,12,2.6,0.55,0.2667,0.7667,5,3D1U,2,TRUE,1.249,0,FALSE,right,IP
13,0.5,99,1,0.3833,0.25,0.8667,13,2.1667,-0.65,-0.3333,0.1667,5,3U1D,2,TRUE,0.25,0,FALSE,right,IP
14,0.5,99,2,0.3667,0.25,0.7167,14,2.0501,-0.55,-0.2667,0.2167,5,2U1D,1,TRUE,0.548,0,FALSE,left,IP
15,0.5,99,1,0.3667,0.3333,0.65,15,1.95,-0.8,-0.4,0.1,5,lapse_rate,2,TRUE,0.233,0,FALSE,right,IP
16,0.5,99,2,0.35,0.2667,0.5833,16,2.5667,0.75,0.3667,0.8667,5,2D1U,2,TRUE,0.167,0,FALSE,right,IP
17,0.5,99,2,0.4167,0.3167,0.5,17,1.9501,-0.55,-0.2667,0.2167,5,3U1D,1,TRUE,0.85,0,FALSE,left,IP
18,0.5,99,2,0.4,0.2833,0.6,18,2.6333,0.69,0.35,0.85,5,2D1U,2,TRUE,0.308,1,TRUE,right,IP
19,0.5,99,2,0.4167,0.3167,0.5167,19,1.9668,-0.55,-0.2667,0.2167,5,2U1D,1,TRUE,0.434,0,FALSE,left,IP
20,0.5,99,2,0.4,0.45,0.6333,20,2.8833,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.166,0,FALSE,right,IP
21,0.5,99,1,0.4333,0.35,0.6,21,2.65,0.55,0.2667,0.7667,5,3D1U,2,FALSE,0.367,0,FALSE,right,IP
22,0.5,99,1,0.4,0.4,0.5833,22,2.7333,0.69,0.35,0.85,5,2D1U,2,FALSE,1.167,1,TRUE,right,IP
23,0.5,99,1,0.3,0.45,0.7167,23,2.2334,-0.45,-0.2333,0.2667,5,2U1D,2,TRUE,0.16,0,FALSE,right,IP
24,0.5,99,2,0.3333,0.2833,0.5333,24,2.5499,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.167,0,FALSE,right,IP
25,0.5,99,2,0.3833,0.3167,0.7167,25,2.1334,-0.55,-0.2667,0.2167,5,3U1D,1,TRUE,0.401,0,FALSE,left,IP
26,0.5,99,2,0.2833,0.2167,0.4333,26,2.2333,0.61,0.3,0.8,5,3D1U,2,TRUE,0.242,1,TRUE,right,IP
27,0.5,99,1,0.4,0.3833,0.5333,27,2.0333,-0.55,-0.2667,0.2167,5,3U1D,2,TRUE,0.165,0,FALSE,right,IP
28,0.5,99,2,0.2,0.2167,0.8,28,1.8167,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.409,0,FALSE,left,IP
29,0.5,99,2,0.3167,0.4,0.6333,29,2.1167,-0.45,-0.2333,0.2667,5,2U1D,1,TRUE,0.291,0,FALSE,left,IP
30,0.5,99,2,0.4,0.4167,0.6,30,2.7834,0.726,0.3667,0.8667,5,2D1U,2,TRUE,0.167,2,TRUE,right,IP
31,0.5,99,1,0.3833,0.2667,0.8333,31,2.7833,0.61,0.3,0.8,5,3D1U,1,TRUE,0.577,1,TRUE,left,IP
32,0.5,99,2,0.3833,0.25,0.6667,32,2.0667,-0.45,-0.2333,0.2667,5,3U1D,1,TRUE,0.417,0,FALSE,left,IP
33,0.5,99,1,0.4167,0.4,0.6167,33,2.2667,-0.35,-0.1667,0.3333,5,2U1D,2,TRUE,0.157,0,FALSE,right,IP
34,0.5,99,1,0.4167,0.25,0.85,34,2.8167,0.61,0.3,0.8,5,3D1U,1,TRUE,0.275,1,TRUE,left,IP
35,0.5,99,1,0.45,0.4,0.5,35,2.7167,0.726,0.3667,0.8667,5,2D1U,1,TRUE,0.21,2,TRUE,left,IP
36,0.5,99,2,0.2833,0.3,0.7333,36,1.9166,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.449,0,FALSE,left,IP
37,0.5,99,2,0.3,0.2167,0.85,37,2.2,-0.35,-0.1667,0.3333,5,2U1D,1,TRUE,0.432,0,FALSE,left,IP
38,0.5,99,1,0.2667,0.2167,0.9,38,2.1501,-0.45,-0.2333,0.2667,5,3U1D,2,TRUE,1.526,0,FALSE,right,IP
39,0.5,99,1,0.4333,0.2333,0.5333,39,2.5499,0.69,0.35,0.85,5,2D1U,1,TRUE,0.367,3,TRUE,left,IP
40,0.5,99,2,0.3333,0.3667,0.4167,40,1.7167,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.526,0,FALSE,left,IP
41,0.5,99,1,0.35,0.3167,0.5,41,2.45,0.574,0.2833,0.7833,5,3D1U,1,TRUE,0.233,2,TRUE,left,IP
42,0.5,99,2,0.2833,0.3167,0.6,42,1.9667,-0.45,-0.2333,0.2667,5,3U1D,1,TRUE,0.375,0,FALSE,left,IP
43,0.5,99,1,0.3,0.2667,0.4167,43,1.8501,-0.25,-0.1333,0.3667,5,2U1D,1,FALSE,0.382,0,FALSE,left,IP
44,0.5,99,1,0.4167,0.2833,0.8333,44,2.8833,0.69,0.35,0.85,5,2D1U,1,TRUE,0.167,3,TRUE,left,IP
45,0.5,99,1,0.25,0.35,0.8167,45,2.7,0.574,0.2833,0.7833,5,3D1U,1,TRUE,0.308,2,TRUE,left,IP
46,0.5,99,2,0.3333,0.2833,0.8167,46,2.0333,-0.8,-0.4,0.1,5,lapse_rate,1,TRUE,0.616,0,FALSE,left,IP
47,0.5,99,1,0.2833,0.25,0.6833,47,2.0499,-0.35,-0.1667,0.3333,5,3U1D,2,TRUE,0.492,0,FALSE,right,IP
48,0.5,99,1,0.2333,0.3333,0.5667,48,2.4166,0.574,0.2833,0.7833,5,3D1U,1,TRUE,0.283,2,TRUE,left,IP
49,0.5,99,2,0.25,0.2833,0.5667,49,2.5,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.25,0,FALSE,right,IP
50,0.5,99,2,0.2167,0.3,0.65,50,2.5,0.654,0.3333,0.8333,5,2D1U,2,TRUE,0.267,3,FALSE,right,IP
51,0.5,99,2,0.2333,0.25,0.9,51,2.2333,-0.31,-0.15,0.35,5,2U1D,1,TRUE,0.417,1,TRUE,left,IP
52,0.5,99,2,0.45,0.3333,0.8333,52,2.9499,0.654,0.3333,0.8333,5,2D1U,2,TRUE,0.235,3,FALSE,right,IP
53,0.5,99,1,0.2,0.25,0.5667,53,2.2834,0.538,0.2667,0.7667,5,3D1U,1,TRUE,0.584,2,FALSE,left,IP
54,0.5,99,1,0.2,0.4333,0.7667,54,2.8,0.8,0.4,0.9,5,lapse_rate,1,TRUE,0.349,0,FALSE,left,IP
55,0.5,99,1,0.3,0.4333,0.65,55,2.2333,-0.31,-0.15,0.35,5,2U1D,2,TRUE,0.191,1,TRUE,right,IP
56,0.5,99,2,0.4,0.25,0.4,56,1.8833,-0.35,-0.1667,0.3333,5,3U1D,1,TRUE,0.36,0,FALSE,left,IP
57,0.5,99,2,0.45,0.3667,0.7167,57,2.8501,0.618,0.3167,0.8167,5,2D1U,2,TRUE,4.076,3,FALSE,right,IP
58,0.5,99,2,0.2833,0.3167,0.5667,58,2.0334,-0.274,-0.1333,0.3667,5,2U1D,1,TRUE,0.49,2,TRUE,left,IP
59,0.5,99,2,0.35,0.25,0.5,59,2.5,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.266,0,FALSE,right,IP
60,0.5,99,2,0.2167,0.4167,0.55,60,2.4501,0.538,0.2667,0.7667,5,3D1U,2,TRUE,0.241,2,FALSE,right,IP
61,0.5,99,1,0.3667,0.3833,0.4833,61,2.0666,-0.35,-0.1667,0.3333,5,3U1D,2,TRUE,0.25,0,FALSE,right,IP
62,0.5,99,2,0.3,0.4333,0.5,62,2.6333,0.8,0.4,0.9,5,lapse_rate,2,TRUE,0.158,0,FALSE,right,IP
63,0.5,99,1,0.2667,0.3833,0.7833,63,2.3,-0.274,-0.1333,0.3667,5,2U1D,2,TRUE,0.192,2,TRUE,right,IP
64,0.5,99,2,0.3833,0.3167,0.45,64,2.4667,0.618,0.3167,0.8167,5,2D1U,2,TRUE,0.241,3,FALSE,right,IP
65,0.5,99,1,0.3667,0.4167,0.55,65,2.6001,0.538,0.2667,0.7667,5,3D1U,2,FALSE,1.142,2,FALSE,right,IP
66,0.5,99,1,0.35,0.3,0.5167,66,2.0334,-0.25,-0.1333,0.3667,5,3U1D,2,TRUE,0.326,0,FALSE,right,IP
67,0.5,99,1,0.2333,0.2333,0.6667,67,2.0166,-0.238,-0.1167,0.3833,5,2U1D,2,TRUE,0.258,2,FALSE,right,IP
68,0.5,99,1,0.3667,0.2333,0.5167,68,2.4,0.574,0.2833,0.7833,5,3D1U,1,TRUE,0.234,3,TRUE,left,IP
69,0.5,99,1,0.4333,0.4,0.45,69,2.5666,0.582,0.2833,0.7833,5,2D1U,1,TRUE,0.349,3,FALSE,left,IP
70,0.5,99,1,0.25,0.3,0.8833,70,2.3,-0.25,-0.1333,0.3667,5,3U1D,2,TRUE,0.224,0,FALSE,right,IP
71,0.5,99,2,0.2167,0.35,0.6667,71,2.5167,0.582,0.2833,0.7833,5,2D1U,2,TRUE,0.192,3,FALSE,right,IP
72,0.5,99,2,0.4,0.2167,0.5167,72,2.4167,0.574,0.2833,0.7833,5,3D1U,2,TRUE,0.258,3,TRUE,right,IP
73,0.5,99,1,0.3167,0.2667,0.45,73,2.3167,0.574,0.2833,0.7833,5,3D1U,2,FALSE,0.316,3,TRUE,right,IP
74,0.5,99,2,0.2333,0.3833,0.55,74,2.4333,0.546,0.2667,0.7667,5,2D1U,2,TRUE,0.168,3,FALSE,right,IP
75,0.5,99,1,0.4167,0.4167,0.8833,75,2.6,-0.238,-0.1167,0.3833,5,2U1D,1,FALSE,1.218,2,FALSE,left,IP
76,0.5,99,2,0.2667,0.3833,0.65,76,2.1667,-0.25,-0.1333,0.3667,5,3U1D,1,TRUE,0.358,0,FALSE,left,IP
77,0.5,99,2,0.3167,0.3167,0.7333,77,2.6667,0.61,0.3,0.8,5,3D1U,2,TRUE,0.179,3,FALSE,right,IP
78,0.5,99,1,0.2333,0.25,0.4167,78,2.1667,0.546,0.2667,0.7667,5,2D1U,1,TRUE,0.459,3,FALSE,left,IP
79,0.5,99,1,0.2667,0.4,0.75,79,2.6667,0.51,0.25,0.75,5,2D1U,1,TRUE,0.449,3,FALSE,left,IP
80,0.5,99,2,0.4,0.2667,0.8833,80,2.4167,-0.274,-0.1333,0.3667,5,2U1D,1,TRUE,0.492,3,TRUE,left,IP
81,0.5,99,2,0.2167,0.3,0.4,81,1.85,-0.15,-0.0667,0.4333,5,3U1D,1,TRUE,0.541,0,FALSE,left,IP
82,0.5,99,1,0.4167,0.35,0.4167,82,2.4334,0.51,0.25,0.75,5,2D1U,1,TRUE,0.207,3,FALSE,left,IP
83,0.5,99,2,0.4167,0.2833,0.8,83,2.3667,-0.274,-0.1333,0.3667,5,2U1D,1,TRUE,0.392,3,TRUE,left,IP
84,0.5,99,2,0.4,0.3667,0.5167,84,2.1667,-0.238,-0.1167,0.3833,5,2U1D,1,TRUE,0.442,4,TRUE,left,IP
85,0.5,99,2,0.45,0.45,0.6833,85,2.8833,0.61,0.3,0.8,5,3D1U,2,TRUE,0.342,3,FALSE,right,IP
86,0.5,99,1,0.2833,0.45,0.6333,86,2.2999,-0.15,-0.0667,0.4333,5,3U1D,2,TRUE,1.307,0,FALSE,right,IP
87,0.5,99,2,0.4333,0.2333,0.8833,87,2.8499,0.61,0.3,0.8,5,3D1U,2,TRUE,0.708,3,FALSE,right,IP
