Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,participantID
88,0.5,99,2,0.2167,0.3167,0.6833,88,2.3167,0.21,0.1,0.6,5,2D1U,1,False,0.408,1,False,left,P03
89,0.5,99,1,0.2333,0.3333,0.6333,89,2.4832,0.574,0.2833,0.7833,5,3D1U,1,True,0.325,5,True,left,P03
90,0.5,99,1,0.2667,0.4167,0.45,90,1.9334,-0.41,-0.2,0.3,5,3U1D,1,False,0.551,4,True,left,P03
91,0.5,99,1,0.2667,0.2667,0.6167,91,2.0834,-0.134,-0.0667,0.4333,5,2U1D,2,True,0.476,2,True,right,P03
92,0.5,99,1,0.3167,0.2333,0.8,92,2.6333,0.574,0.2833,0.7833,5,3D1U,2,False,0.475,5,True,right,P03
93,0.5,99,1,0.3667,0.3333,0.5,93,1.9833,-0.446,-0.2167,0.2833,5,3U1D,1,False,0.626,5,True,left,P03
94,0.5,99,1,0.4,0.2667,0.6167,94,2.4001,0.246,0.1167,0.6167,5,2D1U,1,True,0.491,2,True,left,P03
95,0.5,99,2,0.2167,0.4167,0.8167,95,2.3834,-0.134,-0.0667,0.4333,5,2U1D,2,False,0.392,2,True,right,P03
96,0.5,99,2,0.35,0.3667,0.8333,96,2.4667,-0.17,-0.0833,0.4167,5,2U1D,1,True,0.333,3,True,left,P03
97,0.5,99,2,0.25,0.3667,0.4167,97,2.1501,0.246,0.1167,0.6167,5,2D1U,1,False,0.324,2,True,left,P03
98,0.5,99,2,0.3667,0.3833,0.5833,98,2.25,-0.17,-0.0833,0.4167,5,2U1D,1,True,0.433,3,True,left,P03
99,0.5,99,1,0.3667,0.2333,0.6667,99,2.5667,0.61,0.3,0.8,5,3D1U,1,True,0.425,5,False,left,P03
100,0.5,99,2,0.45,0.25,0.6167,100,2.0834,-0.482,-0.2333,0.2667,5,3U1D,1,True,0.458,5,False,left,P03
101,0.5,99,2,0.3333,0.4,0.65,101,2.15,-0.482,-0.2333,0.2667,5,3U1D,1,True,0.358,5,False,left,P03
102,0.5,99,2,0.4,0.2167,0.65,102,2.2,-0.134,-0.0667,0.4333,5,2U1D,1,True,0.708,4,True,left,P03
103,0.5,99,2,0.25,0.3167,0.4167,103,2.2834,0.61,0.3,0.8,5,3D1U,1,False,2.034,5,False,left,P03
104,0.5,99,1,0.35,0.3333,0.65,104,2.4666,0.282,0.1333,0.6333,5,2D1U,1,True,0.45,2,False,left,P03
105,0.5,99,1,0.2667,0.4,0.5833,105,2.0167,-0.482,-0.2333,0.2667,5,3U1D,2,True,0.392,5,False,right,P03
106,0.5,99,2,0.25,0.3,0.8333,106,2.3166,-0.134,-0.0667,0.4333,5,2U1D,2,False,0.442,4,True,right,P03
107,0.5,99,1,0.3167,0.3333,0.85,107,2.8167,0.646,0.3167,0.8167,5,3D1U,1,True,0.525,5,False,left,P03
108,0.5,99,2,0.25,0.2333,0.7667,108,2.0333,-0.446,-0.2167,0.2833,5,3U1D,1,True,0.534,6,True,left,P03
109,0.5,99,2,0.2167,0.4,0.7,109,2.45,0.282,0.1333,0.6333,5,2D1U,2,True,0.375,2,False,right,P03
110,0.5,99,1,0.35,0.2333,0.65,110,2.15,-0.17,-0.0833,0.4167,5,2U1D,2,True,0.492,5,True,right,P03
111,0.5,99,2,0.35,0.4333,0.7667,111,2.8667,0.646,0.3167,0.8167,5,3D1U,2,True,0.383,5,False,right,P03
112,0.5,99,1,0.35,0.35,0.6167,112,2.2334,-0.17,-0.0833,0.4167,5,2U1D,1,False,0.542,5,True,left,P03
113,0.5,99,2,0.4,0.45,0.6333,113,2.6,0.246,0.1167,0.6167,5,2D1U,2,True,0.308,3,True,right,P03
114,0.5,99,1,0.3167,0.2167,0.6167,114,2.4668,0.646,0.3167,0.8167,5,3D1U,2,False,0.442,5,False,right,P03
115,0.5,99,1,0.3833,0.3333,0.7667,115,2.2666,-0.446,-0.2167,0.2833,5,3U1D,2,True,0.392,6,True,right,P03
116,0.5,99,2,0.4333,0.4167,0.6,116,2.35,-0.206,-0.1,0.4,5,2U1D,1,True,0.533,5,False,left,P03
117,0.5,99,2,0.3,0.2167,0.6,117,2.2334,0.246,0.1167,0.6167,5,2D1U,2,True,0.343,3,True,right,P03
118,0.5,99,2,0.3833,0.3333,0.6167,118,2.6666,0.682,0.3333,0.8333,5,3D1U,2,True,0.449,5,False,right,P03
119,0.5,99,1,0.25,0.2833,0.6167,119,2.4833,0.682,0.3333,0.8333,5,3D1U,1,True,0.442,5,False,left,P03
120,0.5,99,2,0.3667,0.2333,0.7833,120,2.1666,-0.446,-0.2167,0.2833,5,3U1D,1,True,0.491,6,True,left,P03
121,0.5,99,1,0.4,0.3333,0.5833,121,2.2166,-0.206,-0.1,0.4,5,2U1D,2,True,0.592,5,False,right,P03
122,0.5,99,2,0.2667,0.2,0.8667,122,2.1334,-0.41,-0.2,0.3,5,3U1D,1,True,0.458,6,False,left,P03
123,0.5,99,1,0.2167,0.2667,0.6333,123,2.45,0.682,0.3333,0.8333,5,3D1U,1,True,0.35,5,False,left,P03
124,0.5,99,1,0.35,0.3,0.6167,124,2.3667,0.21,0.1,0.6,5,2D1U,2,False,0.442,3,False,right,P03
125,0.5,99,1,0.25,0.35,0.8667,125,2.3834,-0.17,-0.0833,0.4167,5,2U1D,2,True,0.442,6,True,right,P03
126,0.5,99,2,0.3833,0.3667,0.5,126,2.1667,-0.17,-0.0833,0.4167,5,2U1D,1,True,0.507,6,True,left,P03
127,0.5,99,2,0.35,0.4167,0.5167,127,2.0834,-0.41,-0.2,0.3,5,3U1D,1,True,0.391,6,False,left,P03
128,0.5,99,1,0.35,0.3833,0.4,128,1.9333,-0.41,-0.2,0.3,5,3U1D,1,False,0.383,6,False,left,P03
129,0.5,99,1,0.2833,0.4,0.5333,129,2.5333,0.646,0.3167,0.8167,5,3D1U,1,True,0.342,6,True,left,P03
130,0.5,99,1,0.3333,0.2667,0.8667,130,2.4,-0.134,-0.0667,0.4333,5,2U1D,1,False,0.625,6,False,left,P03
131,0.5,99,1,0.3667,0.45,0.7833,131,2.7167,0.246,0.1167,0.6167,5,2D1U,2,False,0.359,4,True,right,P03
132,0.5,99,1,0.2833,0.3833,0.4667,132,2.2666,0.282,0.1333,0.6333,5,2D1U,1,True,0.442,4,False,left,P03
133,0.5,99,2,0.45,0.2833,0.4333,133,1.9499,-0.446,-0.2167,0.2833,5,3U1D,1,True,0.442,7,True,left,P03
134,0.5,99,2,0.3833,0.25,0.5167,134,2.0667,-0.17,-0.0833,0.4167,5,2U1D,2,False,0.459,7,True,right,P03
135,0.5,99,2,0.2833,0.2667,0.5167,135,2.3834,0.646,0.3167,0.8167,5,3D1U,2,True,0.483,6,True,right,P03
136,0.5,99,1,0.45,0.25,0.45,136,2.4667,0.646,0.3167,0.8167,5,3D1U,1,True,0.499,6,True,left,P03
137,0.5,99,1,0.2667,0.4,0.6667,137,2.2334,-0.206,-0.1,0.4,5,2U1D,2,True,0.392,7,False,right,P03
138,0.5,99,2,0.3333,0.3333,0.4167,138,1.8666,-0.446,-0.2167,0.2833,5,3U1D,1,True,0.583,7,True,left,P03
139,0.5,99,1,0.3667,0.3667,0.6667,139,2.5334,0.282,0.1333,0.6333,5,2D1U,2,False,0.384,4,False,right,P03
140,0.5,99,2,0.3333,0.2167,0.8667,140,2.7167,0.61,0.3,0.8,5,3D1U,2,True,0.359,6,False,right,P03
141,0.5,99,1,0.3,0.2333,0.8833,141,2.3166,-0.206,-0.1,0.4,5,2U1D,2,True,0.493,7,False,right,P03
142,0.5,99,2,0.2333,0.2333,0.8333,142,2.5999,0.61,0.3,0.8,5,3D1U,2,True,0.484,6,False,right,P03
143,0.5,99,1,0.3,0.3333,0.4167,143,1.8333,-0.446,-0.2167,0.2833,5,3U1D,1,False,0.475,7,True,left,P03
144,0.5,99,1,0.4,0.2167,0.5333,144,2.0667,-0.17,-0.0833,0.4167,5,2U1D,2,True,0.518,8,True,right,P03
145,0.5,99,2,0.35,0.3667,0.4333,145,2.0667,-0.17,-0.0833,0.4167,5,2U1D,1,True,0.425,8,True,left,P03
146,0.5,99,2,0.3667,0.45,0.8333,146,2.8167,0.318,0.1667,0.6667,5,2D1U,2,True,0.258,4,False,right,P03
147,0.5,99,2,0.2333,0.3833,0.7833,147,2.1666,-0.482,-0.2333,0.2667,5,3U1D,1,True,0.417,7,False,left,P03
148,0.5,99,1,0.35,0.3833,0.45,148,2.35,0.318,0.1667,0.6667,5,2D1U,1,True,0.375,4,False,left,P03
149,0.5,99,1,0.2833,0.45,0.8833,149,2.9166,0.61,0.3,0.8,5,3D1U,2,False,0.475,6,False,right,P03
150,0.5,99,2,0.3333,0.2667,0.8333,150,2.2,-0.482,-0.2333,0.2667,5,3U1D,1,True,0.508,7,False,left,P03
151,0.5,99,1,0.2833,0.25,0.4167,151,2.0833,0.282,0.1333,0.6333,5,2D1U,1,True,0.725,5,True,left,P03
152,0.5,99,1,0.3833,0.25,0.55,152,2.3166,0.282,0.1333,0.6333,5,2D1U,1,True,0.392,5,True,left,P03
153,0.5,99,1,0.4,0.4,0.7667,153,2.6834,0.246,0.1167,0.6167,5,2D1U,2,False,0.342,5,False,right,P03
0,0.5,99,1,0.3167,0.3167,0.8167,0,2.8501,0.8,0.4,0.9,5,lapse_rate,1,True,0.385,0,False,left,P04
1,0.5,99,2,0.3167,0.3333,0.4167,1,2.4,0.65,0.3333,0.8333,5,3D1U,2,True,0.183,0,False,right,P04
2,0.5,99,1,0.4,0.2833,0.4667,2,1.8167,-0.65,-0.3333,0.1667,5,2U1D,2,True,0.266,0,False,right,P04
3,0.5,99,1,0.3167,0.35,0.75,3,2.75,0.65,0.3333,0.8333,5,2D1U,2,False,0.374,0,False,right,P04
4,0.5,99,1,0.4333,0.2333,0.4,4,1.7333,-0.65,-0.3333,0.1667,5,3U1D,2,True,0.408,0,False,right,P04
5,0.5,99,2,0.2833,0.2333,0.6167,5,2.4666,0.65,0.3333,0.8333,5,3D1U,2,True,0.359,0,False,right,P04
6,0.5,99,2,0.3,0.3167,0.4667,6,1.6834,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.45,0,False,left,P04
7,0.5,99,2,0.2333,0.2333,0.7167,7,1.7833,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.449,0,False,left,P04
8,0.5,99,2,0.2333,0.3667,0.7333,8,2.0,-0.65,-0.3333,0.1667,5,3U1D,1,True,0.391,0,False,left,P04
9,0.5,99,1,0.4,0.2333,0.4333,9,2.4333,0.75,0.3667,0.8667,5,2D1U,1,True,0.334,0,False,left,P04
10,0.5,99,1,0.35,0.3833,0.8,10,2.2,-0.65,-0.3333,0.1667,5,2U1D,2,True,0.166,0,False,right,P04
11,0.5,99,1,0.3833,0.3833,0.8667,11,2.9666,0.65,0.3333,0.8333,5,3D1U,1,True,0.458,0,False,left,P04
12,0.5,99,2,0.2167,0.3833,0.7333,12,2.6,0.55,0.2667,0.7667,5,3D1U,2,True,1.249,0,False,right,P04
13,0.5,99,1,0.3833,0.25,0.8667,13,2.1667,-0.65,-0.3333,0.1667,5,3U1D,2,True,0.25,0,False,right,P04
14,0.5,99,2,0.3667,0.25,0.7167,14,2.0501,-0.55,-0.2667,0.2167,5,2U1D,1,True,0.548,0,False,left,P04
15,0.5,99,1,0.3667,0.3333,0.65,15,1.95,-0.8,-0.4,0.1,5,lapse_rate,2,True,0.233,0,False,right,P04
16,0.5,99,2,0.35,0.2667,0.5833,16,2.5667,0.75,0.3667,0.8667,5,2D1U,2,True,0.167,0,False,right,P04
17,0.5,99,2,0.4167,0.3167,0.5,17,1.9501,-0.55,-0.2667,0.2167,5,3U1D,1,True,0.85,0,False,left,P04
18,0.5,99,2,0.4,0.2833,0.6,18,2.6333,0.69,0.35,0.85,5,2D1U,2,True,0.308,1,True,right,P04
19,0.5,99,2,0.4167,0.3167,0.5167,19,1.9668,-0.55,-0.2667,0.2167,5,2U1D,1,True,0.434,0,False,left,P04
20,0.5,99,2,0.4,0.45,0.6333,20,2.8833,0.8,0.4,0.9,5,lapse_rate,2,True,0.166,0,False,right,P04
21,0.5,99,1,0.4333,0.35,0.6,21,2.65,0.55,0.2667,0.7667,5,3D1U,2,False,0.367,0,False,right,P04
22,0.5,99,1,0.4,0.4,0.5833,22,2.7333,0.69,0.35,0.85,5,2D1U,2,False,1.167,1,True,right,P04
23,0.5,99,1,0.3,0.45,0.7167,23,2.2334,-0.45,-0.2333,0.2667,5,2U1D,2,True,0.16,0,False,right,P04
24,0.5,99,2,0.3333,0.2833,0.5333,24,2.5499,0.8,0.4,0.9,5,lapse_rate,2,True,0.167,0,False,right,P04
25,0.5,99,2,0.3833,0.3167,0.7167,25,2.1334,-0.55,-0.2667,0.2167,5,3U1D,1,True,0.401,0,False,left,P04
26,0.5,99,2,0.2833,0.2167,0.4333,26,2.2333,0.61,0.3,0.8,5,3D1U,2,True,0.242,1,True,right,P04
27,0.5,99,1,0.4,0.3833,0.5333,27,2.0333,-0.55,-0.2667,0.2167,5,3U1D,2,True,0.165,0,False,right,P04
28,0.5,99,2,0.2,0.2167,0.8,28,1.8167,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.409,0,False,left,P04
29,0.5,99,2,0.3167,0.4,0.6333,29,2.1167,-0.45,-0.2333,0.2667,5,2U1D,1,True,0.291,0,False,left,P04
30,0.5,99,2,0.4,0.4167,0.6,30,2.7834,0.726,0.3667,0.8667,5,2D1U,2,True,0.167,2,True,right,P04
31,0.5,99,1,0.3833,0.2667,0.8333,31,2.7833,0.61,0.3,0.8,5,3D1U,1,True,0.577,1,True,left,P04
32,0.5,99,2,0.3833,0.25,0.6667,32,2.0667,-0.45,-0.2333,0.2667,5,3U1D,1,True,0.417,0,False,left,P04
33,0.5,99,1,0.4167,0.4,0.6167,33,2.2667,-0.35,-0.1667,0.3333,5,2U1D,2,True,0.157,0,False,right,P04
34,0.5,99,1,0.4167,0.25,0.85,34,2.8167,0.61,0.3,0.8,5,3D1U,1,True,0.275,1,True,left,P04
35,0.5,99,1,0.45,0.4,0.5,35,2.7167,0.726,0.3667,0.8667,5,2D1U,1,True,0.21,2,True,left,P04
36,0.5,99,2,0.2833,0.3,0.7333,36,1.9166,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.449,0,False,left,P04
37,0.5,99,2,0.3,0.2167,0.85,37,2.2,-0.35,-0.1667,0.3333,5,2U1D,1,True,0.432,0,False,left,P04
38,0.5,99,1,0.2667,0.2167,0.9,38,2.1501,-0.45,-0.2333,0.2667,5,3U1D,2,True,1.526,0,False,right,P04
39,0.5,99,1,0.4333,0.2333,0.5333,39,2.5499,0.69,0.35,0.85,5,2D1U,1,True,0.367,3,True,left,P04
40,0.5,99,2,0.3333,0.3667,0.4167,40,1.7167,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.526,0,False,left,P04
41,0.5,99,1,0.35,0.3167,0.5,41,2.45,0.574,0.2833,0.7833,5,3D1U,1,True,0.233,2,True,left,P04
42,0.5,99,2,0.2833,0.3167,0.6,42,1.9667,-0.45,-0.2333,0.2667,5,3U1D,1,True,0.375,0,False,left,P04
43,0.5,99,1,0.3,0.2667,0.4167,43,1.8501,-0.25,-0.1333,0.3667,5,2U1D,1,False,0.382,0,False,left,P04
44,0.5,99,1,0.4167,0.2833,0.8333,44,2.8833,0.69,0.35,0.85,5,2D1U,1,True,0.167,3,True,left,P04
45,0.5,99,1,0.25,0.35,0.8167,45,2.7,0.574,0.2833,0.7833,5,3D1U,1,True,0.308,2,True,left,P04
46,0.5,99,2,0.3333,0.2833,0.8167,46,2.0333,-0.8,-0.4,0.1,5,lapse_rate,1,True,0.616,0,False,left,P04
47,0.5,99,1,0.2833,0.25,0.6833,47,2.0499,-0.35,-0.1667,0.3333,5,3U1D,2,True,0.492,0,False,right,P04
48,0.5,99,1,0.2333,0.3333,0.5667,48,2.4166,0.574,0.2833,0.7833,5,3D1U,1,True,0.283,2,True,left,P04
49,0.5,99,2,0.25,0.2833,0.5667,49,2.5,0.8,0.4,0.9,5,lapse_rate,2,True,0.25,0,False,right,P04
50,0.5,99,2,0.2167,0.3,0.65,50,2.5,0.654,0.3333,0.8333,5,2D1U,2,True,0.267,3,False,right,P04
51,0.5,99,2,0.2333,0.25,0.9,51,2.2333,-0.31,-0.15,0.35,5,2U1D,1,True,0.417,1,True,left,P04
52,0.5,99,2,0.45,0.3333,0.8333,52,2.9499,0.654,0.3333,0.8333,5,2D1U,2,True,0.235,3,False,right,P04
53,0.5,99,1,0.2,0.25,0.5667,53,2.2834,0.538,0.2667,0.7667,5,3D1U,1,True,0.584,2,False,left,P04
54,0.5,99,1,0.2,0.4333,0.7667,54,2.8,0.8,0.4,0.9,5,lapse_rate,1,True,0.349,0,False,left,P04
55,0.5,99,1,0.3,0.4333,0.65,55,2.2333,-0.31,-0.15,0.35,5,2U1D,2,True,0.191,1,True,right,P04
56,0.5,99,2,0.4,0.25,0.4,56,1.8833,-0.35,-0.1667,0.3333,5,3U1D,1,True,0.36,0,False,left,P04
57,0.5,99,2,0.45,0.3667,0.7167,57,2.8501,0.618,0.3167,0.8167,5,2D1U,2,True,4.076,3,False,right,P04
58,0.5,99,2,0.2833,0.3167,0.5667,58,2.0334,-0.274,-0.1333,0.3667,5,2U1D,1,True,0.49,2,True,left,P04
59,0.5,99,2,0.35,0.25,0.5,59,2.5,0.8,0.4,0.9,5,lapse_rate,2,True,0.266,0,False,right,P04
60,0.5,99,2,0.2167,0.4167,0.55,60,2.4501,0.538,0.2667,0.7667,5,3D1U,2,True,0.241,2,False,right,P04
61,0.5,99,1,0.3667,0.3833,0.4833,61,2.0666,-0.35,-0.1667,0.3333,5,3U1D,2,True,0.25,0,False,right,P04
62,0.5,99,2,0.3,0.4333,0.5,62,2.6333,0.8,0.4,0.9,5,lapse_rate,2,True,0.158,0,False,right,P04
63,0.5,99,1,0.2667,0.3833,0.7833,63,2.3,-0.274,-0.1333,0.3667,5,2U1D,2,True,0.192,2,True,right,P04
64,0.5,99,2,0.3833,0.3167,0.45,64,2.4667,0.618,0.3167,0.8167,5,2D1U,2,True,0.241,3,False,right,P04
65,0.5,99,1,0.3667,0.4167,0.55,65,2.6001,0.538,0.2667,0.7667,5,3D1U,2,False,1.142,2,False,right,P04
66,0.5,99,1,0.35,0.3,0.5167,66,2.0334,-0.25,-0.1333,0.3667,5,3U1D,2,True,0.326,0,False,right,P04
67,0.5,99,1,0.2333,0.2333,0.6667,67,2.0166,-0.238,-0.1167,0.3833,5,2U1D,2,True,0.258,2,False,right,P04
68,0.5,99,1,0.3667,0.2333,0.5167,68,2.4,0.574,0.2833,0.7833,5,3D1U,1,True,0.234,3,True,left,P04
69,0.5,99,1,0.4333,0.4,0.45,69,2.5666,0.582,0.2833,0.7833,5,2D1U,1,True,0.349,3,False,left,P04
70,0.5,99,1,0.25,0.3,0.8833,70,2.3,-0.25,-0.1333,0.3667,5,3U1D,2,True,0.224,0,False,right,P04
71,0.5,99,2,0.2167,0.35,0.6667,71,2.5167,0.582,0.2833,0.7833,5,2D1U,2,True,0.192,3,False,right,P04
72,0.5,99,2,0.4,0.2167,0.5167,72,2.4167,0.574,0.2833,0.7833,5,3D1U,2,True,0.258,3,True,right,P04
73,0.5,99,1,0.3167,0.2667,0.45,73,2.3167,0.574,0.2833,0.7833,5,3D1U,2,False,0.316,3,True,right,P04
74,0.5,99,2,0.2333,0.3833,0.55,74,2.4333,0.546,0.2667,0.7667,5,2D1U,2,True,0.168,3,False,right,P04
75,0.5,99,1,0.4167,0.4167,0.8833,75,2.6,-0.238,-0.1167,0.3833,5,2U1D,1,False,1.218,2,False,left,P04
76,0.5,99,2,0.2667,0.3833,0.65,76,2.1667,-0.25,-0.1333,0.3667,5,3U1D,1,True,0.358,0,False,left,P04
77,0.5,99,2,0.3167,0.3167,0.7333,77,2.6667,0.61,0.3,0.8,5,3D1U,2,True,0.179,3,False,right,P04
78,0.5,99,1,0.2333,0.25,0.4167,78,2.1667,0.546,0.2667,0.7667,5,2D1U,1,True,0.459,3,False,left,P04
79,0.5,99,1,0.2667,0.4,0.75,79,2.6667,0.51,0.25,0.75,5,2D1U,1,True,0.449,3,False,left,P04
80,0.5,99,2,0.4,0.2667,0.8833,80,2.4167,-0.274,-0.1333,0.3667,5,2U1D,1,True,0.492,3,True,left,P04
81,0.5,99,2,0.2167,0.3,0.4,81,1.85,-0.15,-0.0667,0.4333,5,3U1D,1,True,0.541,0,False,left,P04
82,0.5,99,1,0.4167,0.35,0.4167,82,2.4334,0.51,0.25,0.75,5,2D1U,1,True,0.207,3,False,left,P04
83,0.5,99,2,0.4167,0.2833,0.8,83,2.3667,-0.274,-0.1333,0.3667,5,2U1D,1,True,0.392,3,True,left,P04
84,0.5,99,2,0.4,0.3667,0.5167,84,2.1667,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.442,4,True,left,P04
85,0.5,99,2,0.45,0.45,0.6833,85,2.8833,0.61,0.3,0.8,5,3D1U,2,True,0.342,3,False,right,P04
86,0.5,99,1,0.2833,0.45,0.6333,86,2.2999,-0.15,-0.0667,0.4333,5,3U1D,2,True,1.307,0,False,right,P04
87,0.5,99,2,0.4333,0.2333,0.8833,87,2.8499,0.61,0.3,0.8,5,3D1U,2,True,0.708,3,False,right,P04
88,0.5,99,2,0.2833,0.3333,0.4667,88,2.0166,-0.15,-0.0667,0.4333,5,3U1D,1,True,0.408,0,False,left,P04
89,0.5,99,1,0.4167,0.3167,0.65,89,2.6167,0.474,0.2333,0.7333,5,2D1U,1,True,0.401,3,False,left,P04
90,0.5,99,2,0.35,0.2667,0.5167,90,2.0167,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.401,4,True,left,P04
91,0.5,99,1,0.3667,0.3167,0.5,91,2.4667,0.574,0.2833,0.7833,5,3D1U,1,True,0.327,4,True,left,P04
92,0.5,99,2,0.2667,0.2167,0.85,92,2.5667,0.474,0.2333,0.7333,5,2D1U,2,True,0.249,3,False,right,P04
93,0.5,99,2,0.3167,0.4333,0.8667,93,2.9,0.574,0.2833,0.7833,5,3D1U,2,True,0.167,4,True,right,P04
94,0.5,99,2,0.3167,0.3167,0.4167,94,2.0168,-0.05,-0.0333,0.4667,5,3U1D,1,True,0.458,0,False,left,P04
95,0.5,99,2,0.4167,0.3167,0.8333,95,2.4667,-0.202,-0.1,0.4,5,2U1D,2,False,0.267,4,False,right,P04
96,0.5,99,2,0.4,0.2833,0.6833,96,2.2499,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.592,5,True,left,P04
97,0.5,99,1,0.2833,0.3333,0.6,97,2.4999,0.574,0.2833,0.7833,5,3D1U,1,True,0.316,4,True,left,P04
98,0.5,99,1,0.35,0.2667,0.4667,98,2.3001,0.438,0.2167,0.7167,5,2D1U,1,True,0.233,3,False,left,P04
99,0.5,99,2,0.3833,0.2167,0.8833,99,2.45,-0.05,-0.0333,0.4667,5,3U1D,2,False,1.576,0,False,right,P04
100,0.5,99,2,0.3667,0.4,0.7333,100,2.3833,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.449,5,True,left,P04
101,0.5,99,1,0.4333,0.4167,0.65,101,2.7667,0.538,0.2667,0.7667,5,3D1U,1,True,0.342,4,False,left,P04
102,0.5,99,1,0.3333,0.4,0.7667,102,2.7667,0.538,0.2667,0.7667,5,3D1U,2,False,0.543,4,False,right,P04
103,0.5,99,1,0.2833,0.4333,0.4333,103,2.0999,-0.11,-0.05,0.45,5,3U1D,1,False,0.792,1,True,left,P04
104,0.5,99,1,0.3667,0.2333,0.4,104,1.9167,-0.17,-0.0833,0.4167,5,3U1D,1,False,0.417,1,False,left,P04
105,0.5,99,1,0.4,0.4333,0.4333,105,2.1666,-0.202,-0.1,0.4,5,2U1D,1,False,0.526,6,True,left,P04
106,0.5,99,1,0.3667,0.3,0.4833,106,2.3667,0.438,0.2167,0.7167,5,2D1U,1,True,0.634,3,False,left,P04
107,0.5,99,1,0.4,0.45,0.5,107,2.2333,-0.23,-0.1167,0.3833,5,3U1D,2,True,0.258,1,False,right,P04
108,0.5,99,1,0.2667,0.4333,0.6167,108,2.5167,0.402,0.2,0.7,5,2D1U,2,False,0.491,3,False,right,P04
109,0.5,99,1,0.2833,0.45,0.7333,109,2.6833,0.438,0.2167,0.7167,5,2D1U,2,False,0.383,4,True,right,P04
110,0.5,99,1,0.35,0.4167,0.45,110,2.5,0.574,0.2833,0.7833,5,3D1U,2,False,1.117,5,True,right,P04
111,0.5,99,2,0.4,0.2667,0.8,111,2.35,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.491,7,True,left,P04
112,0.5,99,2,0.2333,0.2833,0.45,112,2.1999,0.474,0.2333,0.7333,5,2D1U,2,True,0.282,4,False,right,P04
113,0.5,99,2,0.45,0.3667,0.7833,113,2.8333,0.474,0.2333,0.7333,5,2D1U,2,True,0.308,4,False,right,P04
114,0.5,99,1,0.2333,0.2667,0.7167,114,2.1,-0.238,-0.1167,0.3833,5,2U1D,2,True,0.426,7,True,right,P04
115,0.5,99,2,0.3,0.2833,0.5167,115,2.4,0.61,0.3,0.8,5,3D1U,2,True,0.218,5,False,right,P04
116,0.5,99,1,0.2833,0.25,0.7667,116,2.1833,-0.23,-0.1167,0.3833,5,3U1D,2,True,0.625,1,False,right,P04
117,0.5,99,2,0.2333,0.35,0.4667,117,2.35,0.61,0.3,0.8,5,3D1U,2,True,0.283,5,False,right,P04
118,0.5,99,2,0.4167,0.3667,0.6833,118,2.3667,-0.202,-0.1,0.4,5,2U1D,2,False,0.516,8,True,right,P04
119,0.5,99,1,0.2167,0.3333,0.45,119,1.8833,-0.238,-0.1167,0.3833,5,2U1D,1,False,0.475,9,True,left,P04
120,0.5,99,2,0.3833,0.4167,0.6167,120,2.3,-0.23,-0.1167,0.3833,5,3U1D,2,False,0.367,1,False,right,P04
121,0.5,99,1,0.2,0.2833,0.55,121,2.25,0.438,0.2167,0.7167,5,2D1U,2,False,0.417,5,True,right,P04
122,0.5,99,1,0.2333,0.2,0.6333,122,1.9166,-0.29,-0.15,0.35,5,3U1D,2,True,0.275,1,False,right,P04
123,0.5,99,2,0.4167,0.3,0.9,123,2.9167,0.61,0.3,0.8,5,3D1U,1,False,0.583,5,False,left,P04
124,0.5,99,2,0.3167,0.2833,0.8,124,2.2667,-0.274,-0.1333,0.3667,5,2U1D,1,True,0.482,9,False,left,P04
125,0.5,99,2,0.4167,0.2,0.8167,125,2.3001,-0.274,-0.1333,0.3667,5,2U1D,1,True,1.84,9,False,left,P04
126,0.5,99,2,0.3667,0.3667,0.75,126,2.7167,0.474,0.2333,0.7333,5,2D1U,2,True,0.167,6,True,right,P04
127,0.5,99,2,0.3667,0.2333,0.8,127,2.7167,0.646,0.3167,0.8167,5,3D1U,2,True,0.26,5,False,right,P04
128,0.5,99,1,0.2167,0.2167,0.4333,128,2.1834,0.646,0.3167,0.8167,5,3D1U,2,False,0.325,5,False,right,P04
129,0.5,99,1,0.3167,0.3667,0.45,129,1.9834,-0.29,-0.15,0.35,5,3U1D,1,False,0.466,1,False,left,P04
130,0.5,99,2,0.4333,0.3333,0.65,130,2.2999,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.424,10,True,left,P04
131,0.5,99,2,0.3667,0.4167,0.4667,131,2.4834,0.474,0.2333,0.7333,5,2D1U,2,True,0.218,6,True,right,P04
132,0.5,99,2,0.4167,0.3167,0.7667,132,2.3834,-0.238,-0.1167,0.3833,5,2U1D,1,True,0.675,10,True,left,P04
